text,true,pred,prob_pred,correct,true_labels,pred_labels
<SOS> bittersweet saga handsome colt wrenched happy country home almost worked death london cab horse adapted easy reading large type short chapter expressive art make must animal lover <EOS>,juvenile,juvenile,0.9062671661376953,1,juvenile,juvenile|romance
<SOS> stayathome working mom alike learn apply seven simple principle shaping family good adopting attitude action life care filled love encouragement original <EOS>,religion,romance,0.7224875092506409,0,religion,juvenile|religion|romance
<SOS> revised updated dr charles stanley's wellloved life principle study guide series taken new life refreshed content small group individual want bible study that's spiritually sound practical find wealth idea help understand apply scripture real world <EOS>,religion,religion,0.9847831130027771,1,religion,religion
<SOS> one finest available book making patchwork quilt author recognized one country's leading authority venerable art book divulges many secret assist making quilt highest <UNK> book contains 100 patchwork pattern complete instruction cutting sewing conceivable sort design <UNK> carefully described flower design rainbow design irish chain fish bird leaf design book show step step detail making kind quilt cover choice pattern piece v patch quilting simple complex quilt choice quilt material <UNK,other,other,0.9906898736953735,1,other,other
<SOS> snow white tell story life wicked stepmother queen paint different picture snow white <EOS>,juvenile,juvenile,0.9851086735725403,1,juvenile,juvenile
<SOS> rewriting common <UNK> thought appropriate today author offer gem thing barely worth barely commitment allows familiarity without contempt original 125000 first printing <EOS>,other,romance,0.7440832257270813,0,other,juvenile|romance
<SOS> cousin best friend clara stephanie quinn run <UNK> nest bookstore people go find coveted read no idea <UNK> clara who's reading themthe bookstore made enemy town crier ana <UNK> claim store's occult collection poisoning town's youth meanwhile store's numberone employee molly made no secret anger ana's antic ana found dead killed bust edgar allen poe sculpted molly evidence stacked clara must rely gift make sense senseless murder <EOS>,other,juvenile,0.8065915107727051,0,other,juvenile|other
<SOS> offer advice planning interesting baby shower including party theme logistics recipe activity <EOS>,other,cooking,0.992890477180481,0,other,cooking
<SOS> brief illuminating account idea world order prevalent elizabethan age later indispensable companion reader great writer sixteenth seventeenth <UNK> elizabethan dramatist donne milton among many others basic medieval idea ordered chain studied professor <UNK> process various transformation dynamic spirit renaissance among topic angel star fortune analogy <UNK> microcosm four element four humour sympathy correspondence cosmic <UNK> symbol <UNK> mind imagination not elizabethan men renaissanc,history,history,0.8972940444946289,1,history,history|juvenile|science
<SOS> <UNK> texas <UNK> certain age luck broke hey that's blue love music not popular blue <UNK> <UNK> <UNK> real downhome <UNK> blue one day music love backin single hot burst lightning come straight ground slim find <UNK> little bit magic whole lot different blue <UNK> blue manifest form <UNK> <UNK> fender <UNK> <UNK> pickup aka <UNK> need need bad <UNK> fallen hand tbone pickens viper want suck power turn <UNK> running <UNK> quest help new mentor rhythm guitarist progress <UNK> purely unstopp,other,romance,0.9331268668174744,0,other,juvenile|romance
<SOS> clive cussler acclaimed worldwide grandmaster adventure series novel starring action hero dirk pitt <UNK> copy print whether deepsea diving climbing mountain driving classic automobile adventure heart cussler's life cussler writes providing reader adventure tale based around devilmaycare character name dirk pitt one chapter existence addicted challenge search whether lost ship wreck airplane steam locomotive people sea hunter first nonfiction book cussler explores special world undersea ad,history,other,0.9529664516448975,0,history,other
<SOS> meet slipper feather hog three rarest bird ever known <UNK> people say bird feather tend flock together not beach rock that's three unique friend meet first time performing risky feat one another later hundred folk gather <UNK> stunt gifted <UNK> bird overshadowed sheer beauty best friend attempt borrow back limelight nearly end disaster bird stunt fly expect sky one another crowd people beach looking <UNK> take flight imagination courage oneself support good friend find <EOS>,other,juvenile,0.9958475232124329,0,other,juvenile
<SOS> twice week lucy dailey leaf suburbia three child tow returning brooklyn home grew stepmother unmarried sister still live aunt veronica wounded face dream beauty drowns sorrow drink aunt agnes acerbic student elegance sip finest crystal see aunt may exnun blossom late unexpected love child watch absorbing legacy haunted <UNK> moving evocation life inexplicable calamity magical celebration childhood familial love wedding wake story three generation irishamerican family eye youngest member el,other,juvenile,0.8535543084144592,0,other,juvenile|romance
<SOS> maybe moon armistead <UNK> first novel since ending bestselling tale city series audaciously original chronicle cadence roth hollywood actress singer iconoclast former guinness book record holder world's shortest <UNK> thirtyone inch tall cady true survivor town say die encouragement early starring role lovable elf immensely popular american film proved major disappointment since moviegoer never saw face behind stifling rubber suit required wear decade hollow promise industry reduced perfo,other,other,0.8174165487289429,1,other,other|romance
<SOS> present one hundred picture puzzle reader must either spot ten difference two nearly identical picture reassemble picture cut put together incorrectly level ranging novice genius <EOS>,other,juvenile,0.9921716451644897,0,other,juvenile
<SOS> briefly survey turbulent history region offer panoramic view geographical diversity visit resort beach swamp mountain forest farm well city town architectural wonder <EOS>,history,history,0.809421956539154,1,history,history|juvenile|other|science
<SOS> specifically cover wide spectrum sport providing player advice determining sport nutrition need developing nutrition program increase energy endurance information fitness level play injury <EOS>,other,other,0.9003766775131226,1,other,other
<SOS> literature film drama opera painting psychology even term everyday language thespian odyssey narcissism nemesis xenophobia frequently refer back myth legend historical figure ancient greece rome whatever interest modern culture greatly enrich enjoyment getting know personality character classical world covering everyone achilles zeus invaluable stimulating guide anyone wish enhance classical literacy one brings people ancient world life <EOS>,science,other,0.9564012885093689,0,science,other
<SOS> collection vincent van gogh's many painting drawing letter accompanied essay address van gogh's major artistic theme different phase artistic career 30000 first printing <EOS>,other,other,0.6792857050895691,1,other,other|science
<SOS> constance <UNK> back better ever new tale magic <UNK> o'shea know dark past there's no place love life owns successful store philadelphia us special gift help people meet though fulfill content <UNK> julian mcdonald run empire rich cynical <UNK> not interested relationship love since death there's no space heart anyone <UNK> know soon meet julian could fall love secret society devoted bringing world back balance mysterious agenda <UNK> care heart's wish vulnerable shapeshifter <EOS>,romance,romance,0.9877079725265503,1,romance,romance
<SOS> twentyfive year <UNK> cohabitation planet <UNK> human catlike <UNK> renewal unknown entity work sabotage heretofore successful alliance original <EOS>,science,science,0.8741917610168457,1,science,history|science
<SOS> senator kip davy dead shot executionstyle man news report describe member <UNK> militia maine hunt killer nationwide yet assassin found refuge might least expect wounded weak robert drummond cared home another senator currently washington senator's daughter wife become <UNK> protector not hostage grows stronger next several <UNK> <UNK> become intimately involved drummond woman learn firsthand philosophy psychology militia movement become terrifying <UNK> america desperate drama end fashion,other,other,0.9771491885185242,1,other,other
<SOS> explains basic equipment technique needed photograph process photograph sun moon star planet astronomical phenomenon <EOS>,science,other,0.7095056772232056,0,science,business|other
<SOS> revolutionary new curriculum henry cloud bill donahue john townsend establish whole new training <UNK> equips leader group simultaneously give everything need start sustain lifechanging group requires small group dvd player four sixtyminute session train leader group member foundational value practice becoming lifechanging community sixtyminute session foundation small group include teaching author creative segment activity discussion time group chance review learn new group life technique,religion,religion,0.9781046509742737,1,religion,religion
<SOS> whole new world right eye look closely world around may see another worlda world butterfly ghost pumpkin oak tree turn timber chimney raccoon party animal sunflower blow jazz ordinary egg source wonder twentythree thoughtprovoking playful poem elegantly illustrated jenny <UNK> heidi <UNK> invite u look beyond see side nature surprise await open mind's eye <EOS>,juvenile,juvenile,0.9949184060096741,1,juvenile,juvenile
<SOS> new york time bestseller author lafayette somewhat united state brings puritan era wickedly life washington post day america view puritan nation sarah vowell investigates <UNK> mean discovers something far different uptight <UNK> <UNK> reputation might <UNK> highly literate deeply principled surprisingly feisty people whose story filled pamphlet feud witty courtroom drama bloody vengeance vowell take u modernday reenactment indian massacre <UNK> sun casino <UNK> puritan poetry righteousnes,history,other,0.7424444556236267,0,history,other|science
<SOS> olivia hudson belief dream olympic skater shattered father decides move family illinois alpine lake colorado find unexpected help coming two mysterious source <EOS>,other,juvenile,0.9940966367721558,0,other,juvenile
<SOS> new animal come barnyard animal try determine one <UNK> white like duck four leg like pig eats clover like cow <EOS>,juvenile,juvenile,0.995501697063446,1,juvenile,juvenile
<SOS> dumpy accompanies charlie first day school lovable dump truck enlisted help build new playground boy truck find reassurance newcomer companionship one another 100000 first printing <EOS>,juvenile,juvenile,0.9938777089118958,1,juvenile,juvenile
<SOS> heart shattered disappearance true love rock idol dallas lord dr sara killian song wrote last memento plunge deadly world deceit conspiracy lead <UNK> <UNK> e brother adam <EOS>,romance,romance,0.9733197689056396,1,romance,romance
<SOS> biblically oriented guide present achievable step toward building peaceful stepfamily well strong marriage order prevent divorce <EOS>,other,other,0.9566319584846497,1,other,other
<SOS> <UNK> <UNK> abused <UNK> talent prime player secret history galaxy seed destiny sown million year pastwhen giant sun exploded vast civilization died subsequent blood feuding ten thousand alien family nation perhaps began dozen year birth greater brazilian <UNK> drone destroyed red dwarf star drawing <UNK> human race <UNK> genocidal conflict not ownand <UNK> extraordinary mental ability touch past future made pawn wealthy <UNK> vengeance rocketing black hole core galaxy perilous heart fanat,science,history,0.9046361446380615,0,science,history|religion|science
<SOS> trace history liberty bell including information use bell colonial america statistic particular bell legend surrounding importance american symbol <EOS>,history,history,0.9804916381835938,1,history|juvenile,history|juvenile|science
<SOS> elegant witty engaging exploration riddle time examines consequence einstein's theory relativity offer startling suggestion recent research may reveal eternal question science religion profoundly recast einstein's theory relativity implication time warped motion gravitation cannot meaningfully divided past present future time paul davy discusses big bang theory chaos theory recent discovery universe appears younger object concluding einstein's theory provides incomplete understanding natur,science,science,0.9411046504974365,1,science,history|science
<SOS> ever situation caught guard left speechless worse yet put foot <UNK> easily accessible book focus moment knowing exactly say challenge important lighthearted react boyfriend give blender gift say run another lady party wearing exactly dress serious say friend miscarriage friend suffered sudden death <UNK> lady would say differs etiquette book not offer suggestion correct thing say 100 social situation give humorous example wrong thing say well saying right thing requires little logic bit <,other,juvenile,0.9855615496635437,0,other,juvenile
<SOS> engaging celebration one food world's happiest marriage respected author chef janet fletcher offer cook everywhere 80 mouthwatering way pair pasta <UNK> vegetable lively sauce organized alphabetically vegetable book's appealing suggestion combining pasta fresh produce quick prepare light meat rich flavor perfect <UNK> cook want serve wholesome meal summer <UNK> linguine green golden zucchini winter feast penne cauliflower sauce pasta harvest tempts beginner expert cook alike savor pasta ve,cooking,cooking,0.9932152032852173,1,cooking,cooking
<SOS> candid unabashed memoir dedicated southern veterinarian feature wealth amusing pet story well author's shrewd observation animal owner <EOS>,other,other,0.782245934009552,1,other,other
<SOS> good fishing tip sale pitch highpriced hightech gizmo instead best fishing tip simple cheap make fishing easier learn make modify lure eliminate common problem rod reel eliminate bone fish fillet along 300 tip collected expert throughout country tip clear concise made even easier thanks 400 color photograph demonstrate tip <EOS>,other,business,0.9663218259811401,0,other,business
<SOS> thrilling newbery medalwinning classic eskimo girl lost alaskan <UNK> wolf staple canon childrens literature first julie trilogy survival theme make good pick fan wilderness adventure side mountain hatchet island blue <UNK> small eskimo village known miyax friend san francisco julie life village becomes dangerous miyax run away find lost alaskan <UNK> try survive copying way pack wolf soon grows love new wolf family life wilderness struggle find way back civilization miyax torn old new lif,other,juvenile,0.9947952628135681,0,other,juvenile
<SOS> detail basic patchwork quilting technique feature gallery quilt present pattern instruction creating variety quilt project <EOS>,other,other,0.9851762056350708,1,other,other
<SOS> find autumn garden harvest bright color lot explore inviting rhyme antic boy pet promise full day fun young reader pick luscious fruit vegetable colorful fall garden <EOS>,juvenile,juvenile,0.9950632452964783,1,juvenile,juvenile
<SOS> feel strong attraction wonder could one glamorous haze early romantic attraction hard know whether relationship lead true loveor negative even catastrophic relationship book help men woman want healthy satisfying marriage identify early warning sign unhealthy relationship dr warren show reader hold god's best life instead settling first one come along outline factor increase chance marital success want become wiser relationship choice practical guide help find love want avoid pain <UNK> ed,romance,romance,0.9656254053115845,1,romance,romance
<SOS> spanning year 1938 1998 delightful collection cartoon business feature cartoon many america's favorite cartoonist including george booth roz chast bruce eric kaplan edward koren <UNK> wilson robert <UNK> cartoon editor new yorker selected cartoon magazine's archive david remnick pulitzer prizewinning author editor new yorker start thing wonderful introduction <EOS>,business,other,0.9684167504310608,0,business,other
<SOS> merlin sends jack annie mysterious mission paris france 100 year ago must find four magician give urgent message merlin jack annie land paris make way 1889 world fair eiffel tower built especially fair thousand exhibit world jack annie find magician crowd people magician anyway jack annie find another adventure filled history magic amazing surprise <EOS>,juvenile,juvenile,0.9940284490585327,1,juvenile,juvenile
<SOS> train rail pas skill strategy visiting openair folk museum else rick steves teach traveler skill really need traveling europe learn deal small detail planning trip europe rick steves' europe back door 2007 america's number one authority travel europe rick steves done legwork discovered secret made mistake traveler completely revised updated rick's timetested recommendation safe enjoyable travel europe used million american search unique european travel experience rick's travel tip include ,other,other,0.9831523895263672,1,other,other
<SOS> along sidekick sister eileen sister mary helen probe disappearance old friend erma duran disappearance police reluctant take seriously <EOS>,other,juvenile,0.9910869002342224,0,other,juvenile
<SOS> calling bathroom <UNK> <UNK> isthe book waiting no frantic search last minute perfect magazine article no agonizing choice light reading serious stuff little volume entertainment humor education trivia science history pop cultureand even divided <UNK> spend minute quicky relax <UNK> article really get comfortable long <UNK> uncle john's bathroom reader strategically placed home settle happily read aboutthe origin common word <UNK> story behind louie <UNK> curse strange <UNK> wizard <UNK> o,other,other,0.6594200730323792,1,other,juvenile|other
<SOS> new york time <UNK> byron get way heart martha stewart david <UNK> author indecent <UNK> love hate story martha stewart history company incredible suburban kitchen connecticut boardroom wall street story filled power drama conflict tragedy updated new paperback business writer columnist christopher byron detail recent event involving martha stewart give inside story marthas horrible year headline possible insider trading obstruction justice accompanied rollercoaster plunge company stock de,business,business,0.9797979593276978,1,business,business|science
<SOS> stuart's favorite breakfast <UNK> <UNK> snowbell cat's favorite <UNK> full funny quip pun knockknock joke book capture lively humor new feature film <UNK> little 2 <UNK> pun comic kitty caper laughing whole day mouse day <EOS>,juvenile,juvenile,0.995088517665863,1,juvenile,juvenile
<SOS> ehrlich offer good thing second volume memoir adolescence renowned contemporary ya author publisher weekly starred <UNK> story little child everywhere love ask acclaimed collection ten awardwinning wellknown writer comply reaching across childhood reader whether telling growing japan upstate new york california coast recalling great depression world war ii 1950s describing childrens victory heartache writer story make clear despite difference one childhood another child share complex human,juvenile,juvenile,0.947283148765564,1,juvenile,juvenile
<SOS> back rediscover zaniest character ever met bestselling series sold million worldwide bright charming easily recognizable character small takealong format mr men little miss book easy enough young reader witty enough humorprone adult highly collectible one also check local listing view mr men little miss tv showback mr men little miss microsite <EOS>,juvenile,juvenile,0.9907785654067993,1,juvenile,juvenile
<SOS> art needlecraft requires patience discipline creativity art detection ask betsy <UNK> learning life smalltown needlecraft shop reveal unexpected knack <UNK> hidden talent unraveling <UNK> <UNK> devonshire settled new home excelsior minnesota owner town needlecraft shop suffering terrifying nightmare hasnt <UNK> think maybe would help get away friend jill tow head north <UNK> remote rustic lodge nightmare get <UNK> find dead woman no one else seen body <UNK> know wont get rest untangles mys,other,romance,0.8162887096405029,0,other,other|romance
<SOS> heel runaway new york time bestseller oreilly factor bill oreilly delivers another strong dose noholdsbarred advice unvarnished truth <UNK> oreilly even madder today wrote last book oreilly <UNK> fan love even he mad thing gone bad worse politics hollywood every social stratum nation true title <UNK> zone cut rhetoric oreillys infamous guest <UNK> expose whats really mind sharing plenty emphatic counterpoint along <UNK> searing spotlight public figure president george w bush senator hillar,science,science,0.7076777815818787,1,science,other|science
<SOS> brilliant narrative keep reader spellbound beginning end james swanson's vivid style historical accuracy unsurpassed make parallel journey abraham lincoln jefferson davis come magically alive wish written <UNK> steer jr author blood moon assassination abraham lincoln lincoln assassination <UNK> morning april 2 1865 jefferson davis president confederacy received telegram general robert e lee no timethe yankee coming warned shortly midnight davis boarded train richmond fled capital setting i,history,history,0.9711180329322815,1,history,history
<SOS> addition numerous crossreferences treasury baby name feature detailed definition consisting origin meaning famous namesake popularity nickname unusual spelling original <EOS>,other,juvenile,0.9915359020233154,0,other,juvenile
<SOS> whirlwind marriage san celina police chief gabe ortiz benni harper excited visit kansa hometown rowdy backyard barbecue meet tyler brown aspiring country singer promising futureand fascinating past tyler lived simple amish life determined make selling exquisite handmade quilt tyler's <UNK> <UNK> cut short murdered jurisdiction gabe frustrated sit sideline friend investigated sleuthing wife benni realizes hasty marriage much like kansa weather unpredictable bound stormy <EOS>,other,romance,0.923957884311676,0,other,other|romance
<SOS> rooted observation massive transition church happen every 500 year phyllis tickle show reader live time right compare great emergence great history christianity including great transformation god walked among u time gregory great great schism great reformation combining history look cause social upheaval current event great emergence show reader great emergence church culture came going anyone interested future church america no matter personal affiliation find book fascinating exploration,religion,religion,0.9882087707519531,1,religion,history|religion
<SOS> israeli government minister assassinated home mistress day later <UNK> aging decorated mossad officer lead final raid killing hamas leader bed barely escaping life <UNK> cyclical scenario emerges perhaps robert littell heartfelt suspenseful novel action move forward near future global community united leadership visionary woman president united state broker major compromise israel palestinian authority hope snuffing violent flashpoint fuel flame global terrorism isaac <UNK> wellknown funda,other,other,0.9543742537498474,1,other,other
<SOS> terrorist hijacking <UNK> navy aircraft set stage frantic negotiation united state soviet union dramatic splitsecond rescue attempt threatens explode global conflict <EOS>,other,science,0.8327803611755371,0,other,history|science
<SOS> firmament great historical novelist anne perry star greatest magnitude first acclaimed victorian mystery sparkling passion suspense reader embraced bestselling new series world war <UNK> <UNK> tranquil life english countryside horror <UNK> april 1915 chaplain joseph reavley tends soldier care nightmare trench warfare <UNK> cutting england youth one rescue foray <UNK> joseph find body arrogant war correspondent eldon prentice nephew respected general owen <UNK> prentice despised prying atte,other,other,0.9766223430633545,1,other,other
<SOS> illustrates best new strategy <UNK> response recovery natural human disaster using gi technology <EOS>,science,science,0.744821310043335,1,science,business|history|other|science
<SOS> mother remarkable collection portrait essay woman photographer different generation culture race paris gallery owner editor <UNK> <UNK> offered photographer opportunity fill double page spread word picture describing mother participant presented <UNK> unique artistic capsule illustrates indestructible bond mother daughter provided portrait others submitted beloved family photograph often beautiful young woman became mother created work art best symbolize perception <UNK> seventytwo persona,other,other,0.9442697167396545,1,other,other
<SOS> medical correspondent cbs news present active lifestyle example men enjoy lifetime fitness recent information building healthy muscle eating right fun 50000 first printing tour <EOS>,other,religion,0.8063531517982483,0,other,juvenile|religion
<SOS> using native american experience example author provides advice living wisely well spiritually increasingly materialistic world <EOS>,other,business,0.9880850911140442,0,other,business
<SOS> quiet safety bluebird ranch old promise resurface unexpected love brings new <UNK> tragedy wrecked life allie <UNK> hold hope fiveyearold daughter betsy speak stalker revenge allie think safety must sever tie abandon life know head peaceful bluebird ranch nestled deep texas hill country person help themthe ranch sanctuary abused horse also troubled youth perfect place betsy grow recover ranch owner elijah <UNK> eagerly welcome duo rick <UNK> ranch foreman <UNK> right hand <UNK> decided let,romance,romance,0.9951499104499817,1,romance,romance
<SOS> offer stepbystep instruction making sixty item <UNK> quilt sweater dress pillow birth sampler hat booty article <EOS>,other,other,0.9668952226638794,1,other,other
<SOS> hundred tip backed 200 closeup stepbystep photo drawing good starter <UNK> includes useful glossary bit type list safety <UNK> instruction make various <UNK> arc freehand <UNK> includes instruction practical application <UNK> journal <EOS>,other,other,0.9338867664337158,1,other,other
<SOS> evangeline starr <UNK> plainspoken lusty hardworking june keel high school senior best friend going best friend working together <UNK> chicken farm school vangie june make boyfriend together car pas dirty note day school tell everything kind friend <UNK> graduate thing begin shift vangie get job waitressing move del june unable get job anywhere local factory move ray older brother luke become involved life men see infrequently not seldom become clear vangie there's something dangerous goin,other,juvenile,0.986173152923584,0,other,juvenile
<SOS> invaluable guide patient family caregiver parkinson's common neurological disorder 15 million american directly affected including many 3 population age 65 five 10 parkinson's sufferer develop symptom prime age 21 39 debilitating progressive disorder central nervous system caused loss brain <UNK> neurotransmitter called <UNK> parkinson's five major symptom include tremor rigidity slow movement <UNK> gait disorder loss balance not surprisingly disorder implication area patient's life parkin,other,other,0.9913892149925232,1,other,other
<SOS> create backyard winery breaking ground savoring finished product jeff <UNK> vine wine complete uptodate guide growing flawless grape making extraordinary wine wine connoisseur gardener home winemaker find latest technique fully revised updated edition thorough illustrated instruction learn choose prepare vineyard site construct sturdy effective <UNK> system plant prune harvest perfect grape climate press ferment age bottle wine judge wine clarity color aroma body taste <EOS>,cooking,cooking,0.9916924238204956,1,cooking,cooking
<SOS> presenting structurally unthinkable though law nature mc escher born 1898 <UNK> netherlands received first drawing lesson secondary school <UNK> van der <UNK> also taught block printing thus fostering <UNK> innate graphic talent 1912 1922 studied school architecture ornamental design <UNK> instructed graphic technique <UNK> de <UNK> greatly influenced <UNK> artistic development 1922 1934 artist lived worked italy afterwards escher spent two year switzerland five brussels finally moving bac,other,other,0.8931019306182861,1,other,other
<SOS> list describes point interest hotel restaurant museum shopping sport recreation entertainment florence town tuscany umbria <EOS>,other,other,0.9599969387054443,1,other,other
<SOS> one america recognized face kathie lee gifford part morning routine year care count thats may come surprise hear still side fiftysomething devoted mother dedicated television personality yet <UNK> thought id dropped last egg kathie lee triumphant laughoutloud celebration forging ahead gusto even long old enough know better year kathie lee learned lot life age instance isnt number state mind fertile isnt baby perhaps important quality life sustained <UNK> express define even reinvent age ca,other,other,0.8694418668746948,1,other,other
<SOS> kevin <UNK> good lab colleague could trust idea could make million using father's breakthrough technology direct neural <UNK> friend <UNK> created new entertainment medium live action adventure micro mechanical scale bug park ultimate body experience <UNK> uncle want take <UNK> problem 1 kevin <UNK> teenager 2 somebody want squash bug park dead kevin's father along <EOS>,science,other,0.7784706354141235,0,science,juvenile|other
<SOS> one swift moment fall wiped away memory knew certain someone wanted deadand better learn everywhere turned seemed <UNK> people willing hide truth behind smoke screen lie name told mysterious skill gun link half million dollar worth buried gold evidence past life treasure thief killer didnt answer needed soon still didnt know others <UNK> didnt unlock secret past wasnt going much future <EOS>,other,romance,0.8455950617790222,0,other,juvenile|romance
<SOS> introduction unix operating system incorporates popular version unix explains deal file directory send receive electronic mail decipher common error message use variety <UNK> powerful feature function original beginner <EOS>,other,other,0.9873049855232239,1,other,other
<SOS> role athlete wife mother role model cancer survivor olympic gold medalist peggy fleming relied upon discipline cultivated young skater intimate memoir eloquently reveals fascinating life story share secret serenity success long program 1968 olympic winter game peggy fleming not captured united state gold medal country collective heart well young woman embodied stunning athleticism magnificent grace peggy fleming reluctantly became instant celebrity decade followed also triumphed ice <UNK> ,other,other,0.9575944542884827,1,other,other
<SOS> spenser track mystery woman refuse rest peace robert b parker's beguiling thriller <UNK> spade philip marlowe lew archer spenser like legendary predecessor tough classy boston pi become american institution paper doll robert b parker take spenser sinister path every welcome mask warning identity <UNK> <UNK> tripp <UNK> boston aristocrat belief brutal street slaying wife olivia something random violence spenser immediately sens tripp's pictureperfect version family's life false starter vict,other,other,0.9874365329742432,1,other,other
<SOS> explores man's perception relation sun earliest time present discussing sun's origin solar energy fact theory implicate sun <UNK> including hundred photograph illustration <EOS>,other,science,0.9036407470703125,0,other,business|history|juvenile|science
<SOS> <UNK> said offer quirky collection saying famous infamous men woman burning issue every day hear side story witty compilation best line sex fullcolor illustration add bright idea bon mot expressed herein feminism sport gossip power never lack comeback <EOS>,other,other,0.7068889737129211,1,other,juvenile|other
<SOS> kitchen cooking anymore homeowner spending lot time money make true heart home older house lack open floor plan allows kitchen become part living area increasing number amateur chef going beyond basic build kitchen that's worthy upscale restaurant kitchen become less utilitarian <UNK> place homeowner express personal style much would room house token new appliance technology allows useful kitchen hiding pragmatism behind <UNK> avocado harvest gold <UNK> giant new possibility come overwhelm,other,cooking,0.9953563809394836,0,other,cooking
<SOS> awardwinning pitcher <UNK> lifetime program staying shape includes nutrition information exercise workout routine advice grooming skin hair care <EOS>,other,other,0.9841628074645996,1,other,other
<SOS> one day life <UNK> tapestry turmoil noisy pictorial golden thread triumph knot black frazzled string <UNK> symphony emotion <UNK> orchestration extreme one score brassy exuberance next <UNK> <UNK> call call real author max lucado call second stressful day life savior morning becomes evening jesus reason weep run shout curse praise doubt within matter moment world turned upside <UNK> familiar pink slip come doctor call divorce paper arrive check bounce life calm chaotic world serene stormy ,religion,religion,0.964405357837677,1,religion,religion
<SOS> gather word music popular religious song little light mine <UNK> ba <UNK> got whole world suggests hand movement dramatize song <EOS>,juvenile,juvenile,0.9784227013587952,1,juvenile,juvenile|religion
<SOS> lure morbid fascination really bad news strange thrill thing going spectacularly wrong tragic sensational spinechilling addictively entertaining darwin award meet stupidest thing ever said story story meet starcrossed extremely unlucky fatally foolish <UNK> grim sometimes ghastly isnt nice know someone somewhere worse day <UNK> <UNK> natural driver go ride life <UNK> gust blow truck <UNK> narrow bridge new york survives steep plunge hudson <UNK> supernatural woman peel artichoke explode <U,other,juvenile,0.9848673939704895,0,other,juvenile
<SOS> wizard's first rule seven subsequent masterpiece terry goodkind thrilled reader worldwide unique sweep storytelling goodkind <UNK> return new novel richard kahlan beginning sequence three novel bring epic story <UNK> gravely injured battle richard awakes discover kahlan missing disbelief no one remembers woman frantically trying find worse no one belief really exists ever married alone never must find woman love life <UNK> even still alive ever even real <EOS>,other,romance,0.9856410026550293,0,other,romance
<SOS> make favorite food take advantage miracle soy protein taken groundbreaking earl <UNK> soy miracle earl <UNK> soy miracle cookbook take beyond <UNK> discover easy delicious way cook soy protein salad soup hearty traditional dish including busy day chili meat loaf tofu stuffed pepper apple pancake eastern omelet tofu pumpkin pie chocolate chip cooky <EOS>,cooking,cooking,0.9914091229438782,1,cooking,cooking
<SOS> want find one dinosaur daniel saying find right like fossil wandering natural history museum grandchild julia <UNK> feel presence dead brother daniel remembers time fossil fever hit everyone old young time people would kill old bone ground julia becomes nebraska farm girl weave together story great dinosaur rush adventurous tale love treachery story childhood older brother loved anything daniel dream julia shared alone would see come true <EOS>,other,juvenile,0.9964761137962341,0,other,juvenile
<SOS> fiercest skilled hunter world owl use stealth power strong sense hearing sight stalk kill prey watch cunning animal grow small chick fullgrown <UNK> instinct skill theyll need become ferocious predator <EOS>,juvenile,juvenile,0.8035658001899719,1,juvenile,juvenile
