text,true,pred,prob_pred,correct,true_labels,pred_labels
<SOS> play <UNK> <UNK> push brink challenge worthy old <UNK> <UNK> worldrenowned legendary hero career success dangerous critical mission world <UNK> man world <UNK> know <UNK> there's story told find <UNK> meek mike knew became <UNK> <UNK> going make tell story going help <UNK> feature purchase skin store earn coin buy skin infinite random level great music challenge achievement 3d graphic style lowpoly <EOS>,action,adventure,0.7543925046920776,0,action|adventure|racing|simulation|sports,adventure
<SOS> writer died daughter seek help ord <UNK> find secret last novel search question emerge father really kill secret novel going island <UNK> crack code decipher secret amp find lost fortune exciting adventure window pc oldschool style point amp click adventure full english voice acting 2000 line handdrawn art amp animation 60 room original soundtrack <UNK> <UNK> iii 45 min additional language text included <UNK> samaritan paradox set sweden 80's ord <UNK> agreed help sara <UNK> find book fath,adventure,adventure,0.9079909920692444,1,adventure,adventure
<SOS> not see marching simulator market made one 2d sprite based marching simulator intended give user would feel like march military formation well see well give command keyboard mouse flight 12 12 must execute 10 command list 27 within 70 ft 70 ft area score depends fast flight execute command well stay take constant work progress feedback appreciated <EOS>,simulation,simulation,0.9942914247512817,1,simulation,simulation
<SOS> revolutionary bundle finally hereabout gamein 2013 central europe ukraine kiev witnessed catastrophe everybody <UNK> cause happened beyond people comprehension somebody called collision world <UNK> two <UNK> major part ukraine turned zone paranormal phenomenon number people killed stayed alive managed leave zone told improbable <UNK> zone lived according law fierce battle fight defeat incredible boss using spectacular effective system fastaction command finish enemy style professionally ch,action,action,0.945970892906189,1,action|adventure,action
<SOS> eternal step deviously difficult roguelike action adventure gamein eternal step battle way everchanging endless tower boss crush enemy swarm trap deceive collecting loot card skill help turn tide battle never know awaits next <UNK> new roguelike action adventure developer <UNK> eternal step combine randomly generated level twitchbased combat filled beautiful animation inventive loot randomly generated level eternal step keep fighting unknown across endless <UNK> featuresover 100 randomly s,action,action,0.8921868801116943,1,action|adventure|rpg,action|adventure|rpg
<SOS> <UNK> normal well new normal malfunction cant fix yet help make symptom <UNK> boat help <UNK> shelly lead scientist general education research facility job title longer not important here know far <UNK> <UNK> program studying went haywire maybe black box maybe something else main symptom nightmare dream no longer require sleeping manifest hallucination subconscious turn given enough time go insane fix <UNK> long reach adventure filled colorful character puzzle shock discovery wait supposed,action,adventure,0.8718165755271912,0,action|adventure|gore|violent,adventure
<SOS> twenty puzzle increasing difficulty await rise challenge solve distracted keep together may become jigsaw master going take patience fun relaxing challenge erotic twist twenty <UNK> puzzle hour fun beautiful original sexy artwork original music <EOS>,simulation,other,0.8623629212379456,0,simulation,other
<SOS> tesla v lovecraft intense topdown twin stick arena shooter creator crimsonland neon chrome play enigmatic inventor nikola tesla harnessing static energy power <UNK> give lovecraftian nightmare lesson <UNK> nikola tesla worldfamous inventor genius extraordinaire eve greatest invention laboratory burned horror author hp lovecraft claim action put world peril help occult book vast army monster stolen precious <UNK> immensely powerful machine war disposal mow opponent <UNK> <UNK> trample monst,action,action,0.895588755607605,1,action|rpg,action
<SOS> local peasant named <UNK> hail small village called <UNK> everyday seems ordinary dull set mission village noble lead unexpected <UNK> given task travel neighbouring village called <UNK> find new seed sowing eager find change life gladly accept task anything get away farming shore errand however <UNK> quickly realizes life not easy road bandit raid country side attacking supply caravan <UNK> traveller must build skill survive unforgiving <UNK> driven actionpuzzle <UNK> drawn isometric back,action,adventure,0.7520334124565125,0,action|adventure|gore|violent,adventure|rpg
<SOS> send goat eat pesky neighbor's plant maybe rabbit gardener v gardener must everything power dominate garden <UNK> watch rival idea perhaps best concentrate clearing ground plant spread try boosting bee population make fruit grow faster plant juice spend total garden <UNK> war put shoe gardening god easy learn play realize need good strategy completely rid garden formidable foe <UNK> multiplayer singleplayer v <UNK> level type <UNK> rank world among <UNK> clean graphicsmany different level ,strategy,strategy,0.8789341449737549,1,strategy,simulation|strategy
<SOS> beyond heaven arcade style shootemup take control ship seeking reach destination call itthe journey take place across several world including heaven <UNK> unreal engine <UNK> <UNK> soundtrack created <UNK> listened bought <UNK> <UNK> <UNK> <UNK> play <UNK> <UNK> upgrade ship weapon change ship skin change ship weapon loadout 4 unique weapon power scatter mode weapon super laser clear bullet enemy line fire ultra aoe unleashes energy collected fallen enemy clear screen bullet enemy original,action,action,0.9799630045890808,1,action,action
<SOS> roller coaster egypt vr five minute lot excitement speed enjoy ride pyramid mummy even <UNK> ride included day <UNK> night ride fun <EOS>,action,simulation,0.837231457233429,0,action|adventure|simulation,simulation
<SOS> picross also known nonograms <UNK> fun addicting puzzle goal complete puzzle using power <UNK> touch provides fun hassle free way playing picross every puzzle picross touch single solution making logically solvable <UNK> level never run puzzle <UNK> ingame workshop supportlevel editor create share levelslevel browser easily browse workshop <UNK> theme generator select color theme <UNK> editor create customize share <UNK> save <UNK> teach <UNK> every individual puzzle continue puzzle <UNK> ,strategy,other,0.9224460124969482,0,strategy,other
<SOS> embark greatest adventure planet centauri discover new biome explore hidden dungeon capture tame monster build protect npc community craft weapon create magic spell save protect native <UNK> specie evil night walker develop raise planet centauri heaven cradle new <UNK> capture tame <UNK> new companion support evolve become stronger captured creature keep unique feature evolving gain experience fighting <UNK> characteristic <UNK> rune enchant equipment various stats <UNK> armor share 7 leve,action,rpg,0.8723142147064209,0,action|adventure|rpg,action|adventure|rpg
<SOS> small <UNK> metroidvania playing <UNK> teenager summoned wizard fantasy world wizard gave quest return stolen king's treasure feature there's no autosaves custom save save progress near checkpoint open world go <UNK> want surely <UNK> dungeon lot upgrade help open new part dungeon make way easily big boss retro style pixel art 8bit music <UNK> secret awesome gameplay no boring <UNK> no stupid empty room no hard <UNK> system anything like awesome gameplay <EOS>,action,adventure,0.7842937707901001,0,action|adventure,action|adventure
<SOS> mac linux <UNK> guy planned day one mac linux version moment run critical bug mac linux fixed time release however soon release window spending time getting platform watch space sorry inconvenienceabout gamein ancient celtic landscape solas must journey harsh unrelenting winter unlock seal tribe's temple put right wrong family's past solas white winter atmospheric adventure puzzle element rich dark story uncover traverse treacherous snowy landscape navigate various trap hazard solve crypti,adventure,adventure,0.9551679491996765,1,adventure,adventure
<SOS> aurora dusk collaborative sandbox not expect win alone need help many companion build city unbreakable <UNK> anything want create customise character plant resource harvest build workshop manufacture equipment learn spell master school magic build rampart defence turret build barrack recruit soldier siege weapon assemble gigantic golem command evolve wood age steam <UNK> keep character one another accumulate experience unlock special ability progress <UNK> not limited one character create ,rpg,action,0.7552939057350159,0,rpg|strategy,action|adventure
<SOS> update <UNK> hope killer day <UNK> <UNK> girl australia given u permission use song quotgood girlquot check awesome song <UNK> notesupdate 15 address bug found <UNK> killer ai fix falling map frame rate issue save point coming next <UNK> updatedversion 16 lore library added across sheriff's cabin cheat code <UNK> notesversion 17 bug fix added valentine day <UNK> notesversion 18 bug fixesupdate notesversion 19 added better wall texture dad's house 1 extra sexy death added bug <UNK> updatedv,action,adventure,0.7089788317680359,0,action|adventure|gore|violent,adventure
<SOS> city vr immersive virtual reality experience allows discover new perspective look upon world live every street address match realworld equivalent city vr 3d map enables travel street like giant observe architecture high zoom ground zoom air change lighting weather take snapshot unique city view <UNK> headset free spirit directing discovery city vr featuring <UNK> san francisco usa stand atop <UNK> pyramid walk <UNK> tower like giant sit inside <UNK> park watch sunset behind golden gate bri,simulation,simulation,0.9601653218269348,1,simulation,simulation
<SOS> radial impact available unreal engine <UNK> find radial impact available learning tab unreal engine 4 launcher free download learn made gameabout <UNK> impact fastpaced singleplayer challenge player reflex matching size two circle one static one <UNK> <UNK> mode classic time trial <UNK> mechanic click <UNK> circle size <UNK> solely devin <UNK> mode <UNK> focused getting highest <UNK> earned based close player match shape <UNK> life life lost player loses <UNK> ability unlocked player get p,other,action,0.39355435967445374,0,other,
<SOS> garden singleplayer adventurepuzzle time memory <UNK> friend <UNK> <UNK> fall series vibrant dreamlike island garden peppered everyday object childhood together embark emotional journey examines significance <UNK> time solve puzzle reach apex isle follow duo <UNK> explore precious moment spent together lighting constellation illuminating thread bittersweet <UNK> <UNK> art <UNK> tale adventure friendship <UNK> single player experience meaningful personal <UNK> ingenious puzzle require manip,adventure,other,0.6582506895065308,0,adventure,adventure|other
<SOS> time carnage frantic vr survival wave shooter travel time wreak havoc world swarming dinosaur monster robot zombie featuring unique frenzy inducing timedreload system make feel like real badass shoot drop switch repeat unlock upgrade arsenal mixandmatch weapon <UNK> perk ludicrous arcade cheat choose loadout wisely youll <UNK> swap active gun fly <UNK> campaign custom arcade mode complete perk challenge mystery item immerse postapocalyptic world prehistoric jungle icy wasteland futuristic ,action,action,0.9766460061073303,1,action|violent,action|gore|violent
<SOS> <UNK> <UNK> seek beauty life's <UNK> <UNK> quotwhat first struck emporium isolated scene sharp virtual <UNK> interview discussing development <UNK> <UNK> short interactive vignette exploring notion <UNK> loss fragmented sense self wake personal <UNK> pocket dissonant clarity vain effort find beauty poetry reason one's <UNK> desperate <UNK> small lasting roughly 30 45 minute minimal approach play focusing visuals audio build visceral experience sporadic dialogue choice leading narrative <EO,adventure,simulation,0.5572247505187988,0,adventure|gore,adventure|simulation
<SOS> <UNK> minimalist endless procedural evolutionary space war enjoy fighting wave wave enemy starship classic <UNK> simulation evolves mutates fight victorious defend earth horde vile alien simple craft <UNK> fight orbiting far away star dark rogue planet bizarre alien world deep interstellar object contemplate place endless galaxy compare previous session statistic current standing achieve milestone upload steam <UNK> test might worldthe beauty <UNK> keyboard steam <UNK> wasd left <UNK> righ,action,action,0.8738930821418762,1,action,action
<SOS> <UNK> explosive online multiplayer battle fully destructible voxel terrain throw stupid amount bomb blow robot friend world deadly lava surely die fiery death work whack open <UNK> trusty baseball bat grab overpowered powerups like jetpacks black hole missile luchador mask win way instead whatever take last bot standing claim well deserved <UNK> online multiplayer never wait friend finish getting snack start <UNK> powerups stack together make unique new super <UNK> <UNK> voxel <UNK> <UNK> ,action,action,0.945683479309082,1,action,action|massively multiplayer
<SOS> immerse rich world <UNK> four kingdom struggle dominance construct deck unique powerful card dive realtime battle player novel gameplay combine favorite aspect collectible card tactical strategy board play card hand board watch unit march enemy <UNK> one four kingdom build deck leveraging powerful synergy unit spell evershifting meta craft deck stand <UNK> player around globe headtohead battle use ingame emojis congratulate opponent hardfought rub devastating board clear <UNK> unique gamep,strategy,strategy,0.9827829599380493,1,strategy,strategy
<SOS> delve deep dangerous dungeon battling deadly monster discovering epic loot <UNK> unique roguelike puzzle easy play difficult master no two playthroughs ever addictive infinitely replayable rpg puzzler competitive player leaderboards exist make top stay includes 40 ingame quest corresponding steam achievement puzzle battle gameplay work follows 25 tile field certain color correctly reveal tile number displayed inside tile number tell many 4 surrounding tile north south east west no diagonal,adventure,rpg,0.9496511816978455,0,adventure|strategy,adventure|rpg
<SOS> <UNK> citybuilding tower defense player research technology artifact special power help grow expand defend <UNK> outside invader story <UNK> follows voyage group pilgrim middle age venture island heard many story people tell untold rich also say something dark linked island ancient civilization performed dark ritual ignoring pilgrim head island start new life sure lead prosperity build grow advance <UNK> age governor <EOS>,simulation,strategy,0.9016888737678528,0,simulation|strategy,strategy
<SOS> inspired terry <UNK> super hexagon <UNK> playing two independent pixel trying get far possible crazily hard addictive see long last key feature ability control two independent pixel must avoid obstacle coming symmetrical asymmetrical obstacle push player think toe predict may coming choose 2d 3d graphic 3 difficulty level 3 hyper one 1 extreme level 100 obstacle avoid longer play better youll become level bounce tune music done fantastic robin <UNK> ability share score via facebook twitter,action,action,0.6450808644294739,1,action,action
<SOS> gachimuchi <UNK> puzzle puzzle real hunk simple brain teaser help pas timeand fun begin future hand save <UNK> show who's bos <UNK> win <UNK> puzzle discredit <UNK> feature <UNK> 300 level uplifting oh fucking coming soundtrack toughest <UNK> puzzle hd 1080p fucking deep <EOS>,simulation,other,0.9258407354354858,0,simulation|strategy,other
<SOS> could better million hundred million billion not give complete power world goal not make lot money goal get control money start printing becoming federal reserve system become <UNK> dreamed achieving great influence making big money realize dream million achieve influence wealth respect earn billion era great geographical discovery industrial <UNK> bank manager exciting economic simulator become successful capitalist worldjoin hot fight financial dominance manipulate conspire way glory suc,simulation,simulation,0.9312376379966736,1,simulation|strategy,simulation|strategy
<SOS> welcome nextgeneration virtual gaming platform struckd place people age come together easily create share play without <UNK> <UNK> community build play thousand usergenerated 150 different country set creativity free build fastpaced racing fight tense adventure make puzzle imagine playing pirate virtual world created make level easy play test skill community hand struckd doesnt require coding skill using intuitive easy drag drop interface creator mobile desktop choose 900 free element buil,action,simulation,0.7016290426254272,0,action|adventure|racing|rpg,massively multiplayer|simulation
<SOS> nothing seems danger awaits around every corner every wall welcome passage mazelike shooter that's always changing manage weapon item maximize carnage play safe throw caution acid pit passage put power <UNK> <UNK> deceptively simple objective level find key make way exit door sound easy right wrong damn hard find weapon ammo powerups treasure help make incredible badass go save girl girl ask well twin virgin taken sacrificed <UNK> <UNK> 16bit graphic sound authentic <UNK> feel almost smell,action,action,0.9042298197746277,1,action|adventure,action|violent
<SOS> team finn jake 3d adventure epic proportion land ooo transformed giant video bmo kidnapped brawl way witch's garden ice kingdom fire kingdom even land dead rescue bmo uncover evil <UNK> feature 28 level mayhem slash bash way witch's garden ice kingdom fire kingdom land dead butt ton enemy battle four terrifying boss load nasty enemy show including hug wolf tree witch epic power collect secret spell unleash <UNK> attack like <UNK> jakes puppy knife storm many tag team combat bust bad guy le,action,action,0.9055660367012024,1,action|adventure,action|adventure
<SOS> fell <UNK> wanted beyou taking casual stroll forest hear ground break next thing know find mysterious world 60 foot underground must course multiple part navigate mysterious world set <UNK> 6 part indie part include puzzle maze cutscenes mystery solve one minute walking abandoned hall next chased monster vent make way magical world try escape <EOS>,adventure,adventure,0.8669182658195496,1,adventure|strategy,adventure
<SOS> <UNK> <UNK> find place wall whisper lie something macabre around every corner forced make decision shape world around information valuable finest jewel certain knowledge may <UNK> <UNK> inevitable demise get answer looking ever know whole <UNK> make <UNK> touch <UNK> decision overall <UNK> 3 hour <UNK> <UNK> interactable <UNK> weapon trinket <UNK> <UNK> side quest <EOS>,adventure,adventure,0.7291188836097717,1,adventure|rpg,adventure
<SOS> black squad freetoplay military firstpersonshooter player master skill show strategy wide range map mode weapon choose join thousand fps player worldwide one played <UNK> squad provides endless <UNK> <UNK> mode custom play <UNK> <UNK> <UNK> skin <UNK> <UNK> squad free play every item earned playing defeat enemy friend boast solo performance casual competitive <UNK> amp <UNK> competition black squad offer challenge participate community tournament clan war solo ranked mode duo competitive m,action,action,0.7240675687789917,1,action,action|massively multiplayer|strategy
