text,true,pred,prob_pred,correct,true_labels,pred_labels
<SOS> local peasant named <UNK> hail small village called <UNK> everyday seems ordinary dull set mission village noble lead unexpected <UNK> given task travel neighbouring village called <UNK> find new seed sowing eager find change life gladly accept task anything get away farming shore errand however <UNK> quickly realizes life not easy road bandit raid country side attacking supply caravan <UNK> traveller must build skill survive unforgiving <UNK> driven actionpuzzle <UNK> drawn isometric back,action,adventure,0.8805158734321594,0,action|adventure|gore|violent,adventure
<SOS> send goat eat pesky neighbor's plant maybe rabbit gardener v gardener must everything power dominate garden <UNK> watch rival idea perhaps best concentrate clearing ground plant spread try boosting bee population make fruit grow faster plant juice spend total garden <UNK> war put shoe gardening god easy learn play realize need good strategy completely rid garden formidable foe <UNK> multiplayer singleplayer v <UNK> level type <UNK> rank world among <UNK> clean graphicsmany different level ,strategy,strategy,0.927646279335022,1,strategy,strategy
<SOS> beyond heaven arcade style shootemup take control ship seeking reach destination call itthe journey take place across several world including heaven <UNK> unreal engine <UNK> <UNK> soundtrack created <UNK> listened bought <UNK> <UNK> <UNK> <UNK> play <UNK> <UNK> upgrade ship weapon change ship skin change ship weapon loadout 4 unique weapon power scatter mode weapon super laser clear bullet enemy line fire ultra aoe unleashes energy collected fallen enemy clear screen bullet enemy original,action,action,0.9558596611022949,1,action,action
<SOS> roller coaster egypt vr five minute lot excitement speed enjoy ride pyramid mummy even <UNK> ride included day <UNK> night ride fun <EOS>,action,sports,0.9217190146446228,0,action|adventure|simulation,racing|simulation|sports
<SOS> picross also known nonograms <UNK> fun addicting puzzle goal complete puzzle using power <UNK> touch provides fun hassle free way playing picross every puzzle picross touch single solution making logically solvable <UNK> level never run puzzle <UNK> ingame workshop supportlevel editor create share levelslevel browser easily browse workshop <UNK> theme generator select color theme <UNK> editor create customize share <UNK> save <UNK> teach <UNK> every individual puzzle continue puzzle <UNK> ,strategy,other,0.9122470617294312,0,strategy,other
<SOS> embark greatest adventure planet centauri discover new biome explore hidden dungeon capture tame monster build protect npc community craft weapon create magic spell save protect native <UNK> specie evil night walker develop raise planet centauri heaven cradle new <UNK> capture tame <UNK> new companion support evolve become stronger captured creature keep unique feature evolving gain experience fighting <UNK> characteristic <UNK> rune enchant equipment various stats <UNK> armor share 7 leve,action,rpg,0.927939772605896,0,action|adventure|rpg,rpg|strategy
<SOS> small <UNK> metroidvania playing <UNK> teenager summoned wizard fantasy world wizard gave quest return stolen king's treasure feature there's no autosaves custom save save progress near checkpoint open world go <UNK> want surely <UNK> dungeon lot upgrade help open new part dungeon make way easily big boss retro style pixel art 8bit music <UNK> secret awesome gameplay no boring <UNK> no stupid empty room no hard <UNK> system anything like awesome gameplay <EOS>,action,adventure,0.8801834583282471,0,action|adventure,adventure
<SOS> mac linux <UNK> guy planned day one mac linux version moment run critical bug mac linux fixed time release however soon release window spending time getting platform watch space sorry inconvenienceabout gamein ancient celtic landscape solas must journey harsh unrelenting winter unlock seal tribe's temple put right wrong family's past solas white winter atmospheric adventure puzzle element rich dark story uncover traverse treacherous snowy landscape navigate various trap hazard solve crypti,adventure,adventure,0.8344194889068604,1,adventure,adventure|gore|violent
<SOS> aurora dusk collaborative sandbox not expect win alone need help many companion build city unbreakable <UNK> anything want create customise character plant resource harvest build workshop manufacture equipment learn spell master school magic build rampart defence turret build barrack recruit soldier siege weapon assemble gigantic golem command evolve wood age steam <UNK> keep character one another accumulate experience unlock special ability progress <UNK> not limited one character create ,rpg,strategy,0.8527058362960815,0,rpg|strategy,simulation|strategy
<SOS> update <UNK> hope killer day <UNK> <UNK> girl australia given u permission use song quotgood girlquot check awesome song <UNK> notesupdate 15 address bug found <UNK> killer ai fix falling map frame rate issue save point coming next <UNK> updatedversion 16 lore library added across sheriff's cabin cheat code <UNK> notesversion 17 bug fix added valentine day <UNK> notesversion 18 bug fixesupdate notesversion 19 added better wall texture dad's house 1 extra sexy death added bug <UNK> updatedv,action,action,0.5797178149223328,1,action|adventure|gore|violent,action
<SOS> city vr immersive virtual reality experience allows discover new perspective look upon world live every street address match realworld equivalent city vr 3d map enables travel street like giant observe architecture high zoom ground zoom air change lighting weather take snapshot unique city view <UNK> headset free spirit directing discovery city vr featuring <UNK> san francisco usa stand atop <UNK> pyramid walk <UNK> tower like giant sit inside <UNK> park watch sunset behind golden gate bri,simulation,simulation,0.8991881608963013,1,simulation,simulation
<SOS> radial impact available unreal engine <UNK> find radial impact available learning tab unreal engine 4 launcher free download learn made gameabout <UNK> impact fastpaced singleplayer challenge player reflex matching size two circle one static one <UNK> <UNK> mode classic time trial <UNK> mechanic click <UNK> circle size <UNK> solely devin <UNK> mode <UNK> focused getting highest <UNK> earned based close player match shape <UNK> life life lost player loses <UNK> ability unlocked player get p,other,action,0.9594725370407104,0,other,action|racing|sports
<SOS> garden singleplayer adventurepuzzle time memory <UNK> friend <UNK> <UNK> fall series vibrant dreamlike island garden peppered everyday object childhood together embark emotional journey examines significance <UNK> time solve puzzle reach apex isle follow duo <UNK> explore precious moment spent together lighting constellation illuminating thread bittersweet <UNK> <UNK> art <UNK> tale adventure friendship <UNK> single player experience meaningful personal <UNK> ingenious puzzle require manip,adventure,adventure,0.8277838230133057,1,adventure,adventure
<SOS> time carnage frantic vr survival wave shooter travel time wreak havoc world swarming dinosaur monster robot zombie featuring unique frenzy inducing timedreload system make feel like real badass shoot drop switch repeat unlock upgrade arsenal mixandmatch weapon <UNK> perk ludicrous arcade cheat choose loadout wisely youll <UNK> swap active gun fly <UNK> campaign custom arcade mode complete perk challenge mystery item immerse postapocalyptic world prehistoric jungle icy wasteland futuristic ,action,action,0.9762677550315857,1,action|violent,action|gore|violent
<SOS> <UNK> <UNK> seek beauty life's <UNK> <UNK> quotwhat first struck emporium isolated scene sharp virtual <UNK> interview discussing development <UNK> <UNK> short interactive vignette exploring notion <UNK> loss fragmented sense self wake personal <UNK> pocket dissonant clarity vain effort find beauty poetry reason one's <UNK> desperate <UNK> small lasting roughly 30 45 minute minimal approach play focusing visuals audio build visceral experience sporadic dialogue choice leading narrative <EO,adventure,simulation,0.537982702255249,0,adventure|gore,simulation
<SOS> <UNK> minimalist endless procedural evolutionary space war enjoy fighting wave wave enemy starship classic <UNK> simulation evolves mutates fight victorious defend earth horde vile alien simple craft <UNK> fight orbiting far away star dark rogue planet bizarre alien world deep interstellar object contemplate place endless galaxy compare previous session statistic current standing achieve milestone upload steam <UNK> test might worldthe beauty <UNK> keyboard steam <UNK> wasd left <UNK> righ,action,action,0.941413164138794,1,action,action
<SOS> <UNK> explosive online multiplayer battle fully destructible voxel terrain throw stupid amount bomb blow robot friend world deadly lava surely die fiery death work whack open <UNK> trusty baseball bat grab overpowered powerups like jetpacks black hole missile luchador mask win way instead whatever take last bot standing claim well deserved <UNK> online multiplayer never wait friend finish getting snack start <UNK> powerups stack together make unique new super <UNK> <UNK> voxel <UNK> <UNK> ,action,massively multiplayer,0.9240313768386841,0,action,action|massively multiplayer
<SOS> immerse rich world <UNK> four kingdom struggle dominance construct deck unique powerful card dive realtime battle player novel gameplay combine favorite aspect collectible card tactical strategy board play card hand board watch unit march enemy <UNK> one four kingdom build deck leveraging powerful synergy unit spell evershifting meta craft deck stand <UNK> player around globe headtohead battle use ingame emojis congratulate opponent hardfought rub devastating board clear <UNK> unique gamep,strategy,strategy,0.9873197078704834,1,strategy,strategy
<SOS> delve deep dangerous dungeon battling deadly monster discovering epic loot <UNK> unique roguelike puzzle easy play difficult master no two playthroughs ever addictive infinitely replayable rpg puzzler competitive player leaderboards exist make top stay includes 40 ingame quest corresponding steam achievement puzzle battle gameplay work follows 25 tile field certain color correctly reveal tile number displayed inside tile number tell many 4 surrounding tile north south east west no diagonal,adventure,rpg,0.9173172116279602,0,adventure|strategy,rpg|strategy
<SOS> <UNK> citybuilding tower defense player research technology artifact special power help grow expand defend <UNK> outside invader story <UNK> follows voyage group pilgrim middle age venture island heard many story people tell untold rich also say something dark linked island ancient civilization performed dark ritual ignoring pilgrim head island start new life sure lead prosperity build grow advance <UNK> age governor <EOS>,simulation,strategy,0.9627026915550232,0,simulation|strategy,strategy
<SOS> inspired terry <UNK> super hexagon <UNK> playing two independent pixel trying get far possible crazily hard addictive see long last key feature ability control two independent pixel must avoid obstacle coming symmetrical asymmetrical obstacle push player think toe predict may coming choose 2d 3d graphic 3 difficulty level 3 hyper one 1 extreme level 100 obstacle avoid longer play better youll become level bounce tune music done fantastic robin <UNK> ability share score via facebook twitter,action,action,0.7564023733139038,1,action,action
<SOS> gachimuchi <UNK> puzzle puzzle real hunk simple brain teaser help pas timeand fun begin future hand save <UNK> show who's bos <UNK> win <UNK> puzzle discredit <UNK> feature <UNK> 300 level uplifting oh fucking coming soundtrack toughest <UNK> puzzle hd 1080p fucking deep <EOS>,simulation,other,0.9207326173782349,0,simulation|strategy,other
<SOS> could better million hundred million billion not give complete power world goal not make lot money goal get control money start printing becoming federal reserve system become <UNK> dreamed achieving great influence making big money realize dream million achieve influence wealth respect earn billion era great geographical discovery industrial <UNK> bank manager exciting economic simulator become successful capitalist worldjoin hot fight financial dominance manipulate conspire way glory suc,simulation,simulation,0.9101019501686096,1,simulation|strategy,simulation|strategy
<SOS> welcome nextgeneration virtual gaming platform struckd place people age come together easily create share play without <UNK> <UNK> community build play thousand usergenerated 150 different country set creativity free build fastpaced racing fight tense adventure make puzzle imagine playing pirate virtual world created make level easy play test skill community hand struckd doesnt require coding skill using intuitive easy drag drop interface creator mobile desktop choose 900 free element buil,action,racing,0.9047989249229431,0,action|adventure|racing|rpg,racing|simulation|sports
<SOS> nothing seems danger awaits around every corner every wall welcome passage mazelike shooter that's always changing manage weapon item maximize carnage play safe throw caution acid pit passage put power <UNK> <UNK> deceptively simple objective level find key make way exit door sound easy right wrong damn hard find weapon ammo powerups treasure help make incredible badass go save girl girl ask well twin virgin taken sacrificed <UNK> <UNK> 16bit graphic sound authentic <UNK> feel almost smell,action,action,0.9564703106880188,1,action|adventure,action
<SOS> team finn jake 3d adventure epic proportion land ooo transformed giant video bmo kidnapped brawl way witch's garden ice kingdom fire kingdom even land dead rescue bmo uncover evil <UNK> feature 28 level mayhem slash bash way witch's garden ice kingdom fire kingdom land dead butt ton enemy battle four terrifying boss load nasty enemy show including hug wolf tree witch epic power collect secret spell unleash <UNK> attack like <UNK> jakes puppy knife storm many tag team combat bust bad guy le,action,action,0.8235891461372375,1,action|adventure,action|adventure
<SOS> fell <UNK> wanted beyou taking casual stroll forest hear ground break next thing know find mysterious world 60 foot underground must course multiple part navigate mysterious world set <UNK> 6 part indie part include puzzle maze cutscenes mystery solve one minute walking abandoned hall next chased monster vent make way magical world try escape <EOS>,adventure,adventure,0.83329176902771,1,adventure|strategy,adventure
<SOS> <UNK> <UNK> find place wall whisper lie something macabre around every corner forced make decision shape world around information valuable finest jewel certain knowledge may <UNK> <UNK> inevitable demise get answer looking ever know whole <UNK> make <UNK> touch <UNK> decision overall <UNK> 3 hour <UNK> <UNK> interactable <UNK> weapon trinket <UNK> <UNK> side quest <EOS>,adventure,adventure,0.6575111150741577,1,adventure|rpg,action|adventure
<SOS> black squad freetoplay military firstpersonshooter player master skill show strategy wide range map mode weapon choose join thousand fps player worldwide one played <UNK> squad provides endless <UNK> <UNK> mode custom play <UNK> <UNK> <UNK> skin <UNK> <UNK> squad free play every item earned playing defeat enemy friend boast solo performance casual competitive <UNK> amp <UNK> competition black squad offer challenge participate community tournament clan war solo ranked mode duo competitive m,action,strategy,0.7466903328895569,0,action,action|massively multiplayer|strategy
